rosbagTimestamp,linear,x,y,z,angular,x,y,z
1680170122465388670,,0.0,0.0,0.0,,0.08058940201698045,0.04868569512555667,-102.50568272379965
1680170122484657372,,0.0,0.0,0.0,,0.08706314068968316,0.04435236698400671,-102.50185781786445
1680170122501468664,,0.0,0.0,0.0,,0.09227927078145727,0.04049992684870795,-102.49834710063107
1680170122517700016,,0.0,0.0,0.0,,0.09577205876827254,0.03788417784000463,-102.49554672307136
1680170122534443690,,0.0,0.0,0.0,,0.10045372655749316,0.0344665219340595,-102.492800987025
1680170122553452509,,0.0,0.0,0.0,,0.10554093682868328,0.03176390145685008,-102.48963177925012
1680170122570406742,,0.0,0.0,0.0,,0.11030115179335905,0.028419776806188367,-102.48567026953151
1680170122586521062,,0.0,0.0,0.0,,0.11416874641087876,0.02670700015010189,-102.48271962781007
1680170122606142584,,0.0,0.0,0.0,,0.11697680793340025,0.02616058501650087,-102.47903132565827
1680170122625837795,,0.0,0.0,0.0,,0.12038251100829786,0.024975120308680532,-102.47569819334329
1680170122642211297,,0.0,0.0,0.0,,0.12262708192429331,0.024990915121136187,-102.4727612120002
1680170122661463909,,0.0,0.0,0.0,,0.1234462777378717,0.025259640376293874,-102.46975592876538
1680170122680102606,,0.0,0.0,0.0,,0.12388383673157564,0.025609260684433904,-102.46793909844617
1680170122698415315,,0.0,0.0,0.0,,0.12375705134510728,0.027141357492632388,-102.46504309823808
1680170122717282496,,0.0,0.0,0.0,,0.12274063381924477,0.028071223715106154,-102.46237932446178
1680170122734463048,,0.0,0.0,0.0,,0.12070566433340409,0.029721568173310484,-102.45998875825227
1680170122754061446,,0.0,0.0,0.0,,0.11752962636934816,0.03218993450632963,-102.45654634291058
1680170122771922419,,0.0,0.0,0.0,,0.11417045395817127,0.033960127440126525,-102.45373230497253
1680170122787692376,,0.0,0.0,0.0,,0.10982261166463503,0.03568016117220614,-102.45139638027639
1680170122806629369,,0.0,0.0,0.0,,0.10408397210135494,0.03764832287022763,-102.4482271725015
1680170122822511859,,0.0,0.0,0.0,,0.1001382571952032,0.039242531711190916,-102.44492136094323
1680170122838047021,,0.0,0.0,0.0,,0.09459940066514598,0.04084986732196532,-102.44199803997846
1680170122855423245,,0.0,0.0,0.0,,0.08796814075470985,0.04251707380968312,-102.43884249258191
1680170122870817700,,0.0,0.0,0.0,,0.08053476050362035,0.043675537925940755,-102.4348809828633
1680170122886618686,,0.0,0.0,0.0,,0.07489046292825106,0.045266865280847945,-102.4309877750364
1680170122906518455,,0.0,0.0,0.0,,0.06663404488217502,0.04558606990284026,-102.42671207661597
1680170122927698062,,0.0,0.0,0.0,,0.05840665514007154,0.045346372951655126,-102.42198558571032
1680170122947469187,,0.0,0.0,0.0,,0.05160890936861635,0.04560357226258842,-102.417272755183
1680170122967653175,,0.0,0.0,0.0,,0.0435492861480013,0.045369745005221264,-102.41179494346866
1680170122981331625,,0.0,0.0,0.0,,0.03745035410600304,0.04454702737535207,-102.40766950920997
1680170122998427758,,0.0,0.0,0.0,,0.030977896093769705,0.04406080328381179,-102.40409049008488
1680170123014496578,,0.0,0.0,0.0,,0.024111421543791263,0.042955913463856445,-102.3999650558262
1680170123031207938,,0.0,0.0,0.0,,0.01640483372590125,0.04135263327790173,-102.39495169697541
1680170123049912028,,0.0,0.0,0.0,,0.01020131441223717,0.040209857252393975,-102.39124973444525
1680170123067865675,,0.0,0.0,0.0,,0.004689351752036879,0.03884125809745267,-102.38706965867321
1680170123083959234,,0.0,0.0,0.0,,-0.0007103396736813262,0.03695505866947133,-102.38316279046796
1680170123102196188,,0.0,0.0,0.0,,-0.005751446167973862,0.0360290344284057,-102.38029411101655
1680170123118242898,,0.0,0.0,0.0,,-0.00927198179829231,0.03509916820593193,-102.37711124286334
1680170123132029650,,0.0,0.0,0.0,,-0.012375022115593727,0.03517195240927488,-102.37469335589721
1680170123150382524,,0.0,0.0,0.0,,-0.015355972801481167,0.03597759456621904,-102.37205690287752
1680170123170465560,,0.0,0.0,0.0,,-0.01841376311553125,0.03539393355730029,-102.36963901591135
1680170123186374639,,0.0,0.0,0.0,,-0.02013838588095947,0.03610213879686599,-102.3677129025654
1680170123203376470,,0.0,0.0,0.0,,-0.0205691146854934,0.0376875964579552,-102.36671569494658
1680170123219498372,,0.0,0.0,0.0,,-0.0210920510438225,0.04026428532234251,-102.36567750619274
1680170123235700056,,0.0,0.0,0.0,,-0.020260048625550323,0.04373327436876852,-102.36366943057675
1680170123254279580,,0.0,0.0,0.0,,-0.01870447304207992,0.04655222150527972,-102.36207116631097
