rosbagTimestamp,linear,x,y,z,angular,x,y,z
1680170122465389030,,0.0,0.0,0.0,,0.005079814698547125,-0.0038673745002597566,0.00473948521539569
1680170122484657312,,0.0,0.0,0.0,,0.005585560109466314,-0.0033827715087682004,0.004598415922373533
1680170122501442214,,0.0,0.0,0.0,,0.004856353625655174,-0.00302383629605174,0.004495400935411453
1680170122517700226,,0.0,0.0,0.0,,0.004377414472401142,-0.002860553096979856,0.004460252355784178
1680170122534443680,,0.0,0.0,0.0,,0.004424255341291428,-0.002901901956647634,0.0041696676053106785
1680170122553452459,,0.0,0.0,0.0,,0.0048846350982785225,-0.002118164440616965,0.004050115123391151
1680170122570406692,,0.0,0.0,0.0,,0.004736170172691345,-0.0026950556784868236,0.005047054495662451
1680170122586546691,,0.0,0.0,0.0,,0.003637258894741535,-0.001577499089762568,0.004205882083624601
1680170122606143095,,0.0,0.0,0.0,,0.002463411772623658,-2.935645170509764e-05,0.004170200787484646
1680170122625837805,,0.0,0.0,0.0,,0.0029512702021747828,-0.0004993127658963198,0.004149290733039379
1680170122642211257,,0.0,0.0,0.0,,0.0023131875786930323,0.00028984900563955356,0.003940645605325699
1680170122661463859,,0.0,0.0,0.0,,0.0007908754050731659,0.0005731040146201853,0.003271145513281226
1680170122680118917,,0.0,0.0,0.0,,0.00012641167268157005,0.0007482207147404555,0.0028259647078812122
1680170122698426096,,0.0,0.0,0.0,,-0.0001844570506364107,0.0017858814680948858,0.0031736271921545263
1680170122717282506,,0.0,0.0,0.0,,-0.0011558400001376867,0.001684510381892324,0.0033621415495872498
1680170122734473488,,0.0,0.0,0.0,,-0.0021940760780125856,0.0016257336828857665,0.0030170998070389032
1680170122754063520,,0.0,0.0,0.0,,-0.002792720915749669,0.002779436763375998,0.003564027370885014
1680170122771953147,,0.0,0.0,0.0,,-0.0033377930521965027,0.0022908744867891078,0.0033934777602553363
1680170122787699119,,0.0,0.0,0.0,,-0.004692675545811653,0.002174736233428121,0.003579617943614721
1680170122806629359,,0.0,0.0,0.0,,-0.005224005784839392,0.0025360840372741227,0.003432231023907661
1680170122822505157,,0.0,0.0,0.0,,-0.004535097628831863,0.0023422497324645524,0.004092168528586626
1680170122838046971,,0.0,0.0,0.0,,-0.006089479196816683,0.0021990039385855202,0.004302709363400936
1680170122855451118,,0.0,0.0,0.0,,-0.00695003941655159,0.002221464412286878,0.003727542236447334
1680170122870824984,,0.0,0.0,0.0,,-0.007378163281828165,0.0018616986926645045,0.004292330704629421
1680170122886618696,,0.0,0.0,0.0,,-0.006985385902225971,0.002257524058222771,0.005039845127612352
1680170122906495983,,0.0,0.0,0.0,,-0.007264811545610428,0.000862744869664312,0.004726921208202839
1680170122927698012,,0.0,0.0,0.0,,-0.0076906997710466385,0.0005327870603650815,0.004880089778453112
1680170122947489074,,0.0,0.0,0.0,,-0.006395313423126936,0.0006086744833737618,0.004885551519691944
1680170122967638357,,0.0,0.0,0.0,,-0.006849028170108795,0.000506110722199083,0.005520764272660017
1680170122981331645,,0.0,0.0,0.0,,-0.007254933472722769,-3.756303340196542e-05,0.005530847702175379
1680170122998435132,,0.0,0.0,0.0,,-0.00769044179469347,-0.00020960951223969394,0.0054028816521167755
1680170123014496528,,0.0,0.0,0.0,,-0.007272634655237198,-0.00015320396050810752,0.005085855722427368
1680170123031187349,,0.0,0.0,0.0,,-0.007629841566085815,-0.0007776792626827949,0.00574661698192358
1680170123049895818,,0.0,0.0,0.0,,-0.006874303333461285,-0.0008622037712484592,0.004921773448586464
1680170123067865665,,0.0,0.0,0.0,,-0.005776726640760899,-0.0004240430425852531,0.004907682072371244
1680170123083965075,,0.0,0.0,0.0,,-0.005296217277646065,-0.0012640031054615968,0.005032419227063656
1680170123102196138,,0.0,0.0,0.0,,-0.005326237995177507,-0.0006587398238480087,0.003931524697691202
1680170123118247627,,0.0,0.0,0.0,,-0.0045718359760940075,-0.0005304114893078799,0.004206630866974592
1680170123132029600,,0.0,0.0,0.0,,-0.0038166118320077658,0.0001728564966470008,0.003887810045853257
1680170123150382514,,0.0,0.0,0.0,,-0.003360640723258257,0.0009734547929838304,0.0034645746927708387
1680170123170465610,,0.0,0.0,0.0,,-0.0028170428704470396,-6.265006959437967e-06,0.0029127097222954035
1680170123186389276,,0.0,0.0,0.0,,-0.0017845078837126493,0.0007541934028267864,0.002690449357032776
1680170123203478193,,0.0,0.0,0.0,,-0.0007732980884611607,0.0018496905686333778,0.0018755759811028836
1680170123219498332,,0.0,0.0,0.0,,-0.000899618724361062,0.0026566246524453163,0.0015901442384347315
1680170123235700046,,0.0,0.0,0.0,,0.0004023904912173748,0.0037934160791337494,0.0023020147345960136
1680170123254279530,,0.0,0.0,0.0,,0.001265161670744419,0.0033102417364716534,0.002014003926888108
1680170123274504815,,0.0,0.0,0.0,,0.002830666024237871,0.004623557440936565,0.0019837026484310623
1680170123291781138,,0.0,0.0,0.0,,0.00338581670075655,0.005184353329241276,0.0019620358943939205
1680170123307988792,,0.0,0.0,0.0,,0.0035842647776007652,0.005819002166390419,0.0024358355440199366
1680170123323185249,,0.0,0.0,0.0,,0.004883800633251667,0.006276887375861406,0.0028089587576687327
1680170123341933373,,0.0,0.0,0.0,,0.005315516609698534,0.00634972658008337,0.002428427804261445
1680170123362031157,,0.0,0.0,0.0,,0.005775223020464182,0.005506052169948816,0.0034870856907218686
1680170123378015198,,0.0,0.0,0.0,,0.005777627229690552,0.005895774811506272,0.004028784111142158
1680170123393098600,,0.0,0.0,0.0,,0.006882917135953903,0.0049822996370494374,0.004207298625260591
1680170123411710145,,0.0,0.0,0.0,,0.006486803293228149,0.004703423939645291,0.005516629200428723
1680170123430956965,,0.0,0.0,0.0,,0.006929517723619938,0.0041529866866767415,0.0047828834503889075
1680170123447725053,,0.0,0.0,0.0,,0.007599547505378723,0.002459603594616056,0.005278356373310089
1680170123463308764,,0.0,0.0,0.0,,0.007805434986948967,0.0016157213831320412,0.005298878997564316
1680170123481002848,,0.0,0.0,0.0,,0.007258725352585316,0.0014302498893812305,0.005477283615618944
1680170123496678113,,0.0,0.0,0.0,,0.007588439155369997,-0.00018619792535901,0.005755451507866383
1680170123511777135,,0.0,0.0,0.0,,0.0072456104680895805,-0.0013783178292214864,0.0057606203481554985
1680170123528189628,,0.0,0.0,0.0,,0.007459319196641445,-0.0013952010776847594,0.00509031442925334
1680170123547354132,,0.0,0.0,0.0,,0.007079200819134712,-0.003616843139752745,0.005285371560603381
1680170123565587209,,0.0,0.0,0.0,,0.006862428970634937,-0.003875009017065167,0.005258537828922273
1680170123582231211,,0.0,0.0,0.0,,0.007370970211923122,-0.0042597902938723555,0.005391735117882491
1680170123597725343,,0.0,0.0,0.0,,0.006753938272595406,-0.004387193359434604,0.005444644484668971
1680170123615424738,,0.0,0.0,0.0,,0.006484799087047577,-0.005400758236646651,0.004877399653196336
1680170123633074959,,0.0,0.0,0.0,,0.006063651293516159,-0.006092740222811698,0.004133218899369241
1680170123651184401,,0.0,0.0,0.0,,0.0045811086893081665,-0.00647673662751913,0.003924503456801177
1680170123670508107,,0.0,0.0,0.0,,0.004061879590153694,-0.0077084777876734725,0.003832881338894368
1680170123687102144,,0.0,0.0,0.0,,0.004066071473062038,-0.0068366508930921555,0.0034410832449793824
1680170123707744171,,0.0,0.0,0.0,,0.003098638029769063,-0.00703432597219944,0.0032411853317171344
1680170123724232729,,0.0,0.0,0.0,,0.002802998060360551,-0.006776089314371347,0.003195578698068858
1680170123738795022,,0.0,0.0,0.0,,0.0016747843474149704,-0.006073961965739727,0.0030555215198546657
1680170123759942638,,0.0,0.0,0.0,,0.001423829235136509,-0.005637278314679861,0.00319145666435361
1680170123776900987,,0.0,0.0,0.0,,0.0006157432217150927,-0.004369660746306181,0.0032961459364742045
1680170123791685702,,0.0,0.0,0.0,,-0.0006913589313626289,-0.004570084623992443,0.0031508759129792456
1680170123808406962,,0.0,0.0,0.0,,-0.0014218732248991728,-0.0033635539002716537,0.0035089780576527123
1680170123827592585,,0.0,0.0,0.0,,-0.002042417647317052,-0.0023426185362040992,0.0033880269620567565
1680170123847873888,,0.0,0.0,0.0,,-0.0038417770992964506,-0.001282543176785111,0.0032351594418287277
1680170123863049204,,0.0,0.0,0.0,,-0.003843381069600582,-0.0001658105757087464,0.004173699766397476
1680170123881068235,,0.0,0.0,0.0,,-0.005351168103516102,0.0016229376196861271,0.004387479275465012
1680170123898135230,,0.0,0.0,0.0,,-0.004773093853145838,0.0014255970017984516,0.004629362840205431
1680170123914378101,,0.0,0.0,0.0,,-0.005354680586606264,0.0015168476384133107,0.0049733128398656845
1680170123933554688,,0.0,0.0,0.0,,-0.006451412104070187,0.003235503332689405,0.004788572899997234
1680170123949962643,,0.0,0.0,0.0,,-0.007007370702922344,0.003892475971952081,0.004756775684654712
1680170123963886075,,0.0,0.0,0.0,,-0.00820834655314684,0.0042791031301021585,0.005018796771764754
1680170123982409813,,0.0,0.0,0.0,,-0.007476375438272953,0.004798746202141047,0.004684806335717439
1680170123996044277,,0.0,0.0,0.0,,-0.007806385867297649,0.005084712058305741,0.005419177934527396
1680170124014151290,,0.0,0.0,0.0,,-0.0076844217255711555,0.005870489403605462,0.005205229390412568
1680170124031838850,,0.0,0.0,0.0,,-0.007589956745505333,0.005624404177069665,0.004924129229038953
1680170124049100692,,0.0,0.0,0.0,,-0.00772707536816597,0.005237460136413575,0.003921771422028541
1680170124067774444,,0.0,0.0,0.0,,-0.00816042348742485,0.005553498398512603,0.004090803675353526
1680170124086513800,,0.0,0.0,0.0,,-0.008193448185920715,0.006065604742616416,0.0037917403969913712
1680170124103330788,,0.0,0.0,0.0,,-0.007541283033788204,0.006070561707019806,0.003181454958394169
1680170124118817493,,0.0,0.0,0.0,,-0.007728051859885454,0.0064121996983885765,0.002801914932206272
