rosbagTimestamp,data
1680266842732777413,0.0
1680266842748474406,0.0
1680266842763617894,0.0
1680266842784613484,0.0
1680266842798066019,0.0
1680266842815178795,0.0
1680266842832909937,0.0
1680266842847052160,0.0
1680266842863259629,0.0
1680266842881683514,0.0
1680266842897219750,0.0
1680266842913111133,0.0
1680266842927238298,0.0
1680266842943957154,0.0
1680266842963256491,0.0
1680266842983906031,-0.0010194672588243678
1680266843001726950,-0.0010194672588243678
1680266843015386088,-0.0010194672588243678
1680266843033635752,-0.0010194672588243678
1680266843047120026,-0.0010194672588243678
1680266843065076327,-0.0010194672588243678
1680266843083728256,0.0
1680266843098315845,0.0
1680266843116062597,0.0
1680266843134178864,0.0
1680266843146161756,0.0
1680266843163644560,0.0
1680266843180387722,-0.0010194672588243678
1680266843194706874,-0.0010194672588243678
1680266843213893484,-0.0010194672588243678
1680266843227391474,-0.0010194672588243678
1680266843244747773,-0.0010194672588243678
1680266843263371029,-0.0010194672588243678
1680266843281532670,-0.0020395569030326396
1680266843296692379,-0.0020395569030326396
1680266843314761909,-0.0020395569030326396
1680266843332677615,-0.0020395569030326396
1680266843346090026,-0.0020395569030326396
1680266843358392420,-0.0020395569030326396
1680266843378250034,0.0
1680266843395223343,0.0
1680266843408046883,0.0
1680266843425814925,0.0
1680266843445501692,0.0
1680266843462501420,0.0
1680266843478293691,0.004079113806065272
1680266843493958195,0.004079113806065272
1680266843509951969,0.004079113806065272
1680266843525869542,0.004079113806065272
1680266843543845780,0.004079113806065272
1680266843558237836,0.004079113806065272
1680266843577787309,0.0
1680266843592266356,0.0
1680266843607247705,0.0
1680266843624676027,0.0
1680266843642063052,0.0
1680266843654946453,0.0
1680266843668484788,0.0
1680266843685153212,0.004079113806065272
1680266843698253014,0.004079113806065272
1680266843714726437,0.004079113806065272
1680266843733684795,0.004079113806065272
1680266843746665125,0.004079113806065272
1680266843763284298,0.004079113806065272
1680266843780084887,0.0
1680266843795594685,0.0
1680266843813690574,0.0
1680266843827583145,0.0
1680266843845961578,0.0
1680266843863389850,0.0
1680266843876999216,0.0
1680266843894643648,0.0
1680266843907864705,0.0
1680266843925653976,0.0
1680266843941981529,0.0
1680266843957964854,0.0
1680266843974147989,0.0020395569030326327
1680266843994551624,0.0020395569030326327
1680266844011803500,0.0020395569030326327
1680266844026581643,0.0020395569030326327
1680266844042172472,0.0020395569030326327
1680266844057553812,0.0020395569030326327
1680266844077931110,0.0030590241618570005
1680266844095747272,0.0030590241618570005
1680266844112437748,0.0030590241618570005
1680266844127288466,0.0030590241618570005
1680266844144775768,0.0030590241618570005
1680266844162755454,0.0030590241618570005
1680266844178282264,0.0
1680266844194694374,0.0
1680266844213495041,0.0
1680266844229973023,0.0
1680266844241141818,0.0
1680266844256205099,0.0
1680266844274711189,-0.0020395569030326396
1680266844292793034,-0.0020395569030326396
1680266844305570600,-0.0020395569030326396
1680266844318871746,-0.0020395569030326396
1680266844334753324,-0.0020395569030326396
1680266844354067822,-0.0020395569030326396
1680266844372668167,-0.0020395569030326396
1680266844388947952,0.0030590241618570005
1680266844404003119,0.0030590241618570005
1680266844424316107,0.0030590241618570005
1680266844440546761,0.0030590241618570005
1680266844455381048,0.0030590241618570005
1680266844471336893,0.0030590241618570005
1680266844491449791,0.0020395569030326327
1680266844504681238,0.0020395569030326327
1680266844519919203,0.0020395569030326327
1680266844535056932,0.0020395569030326327
1680266844555194516,0.0020395569030326327
1680266844572090423,0.0020395569030326327
1680266844588763938,-0.0020395569030326396
1680266844604188027,-0.0020395569030326396
1680266844619674613,-0.0020395569030326396
1680266844638006381,-0.0020395569030326396
1680266844653012005,-0.0020395569030326396
1680266844672386344,-0.0020395569030326396
1680266844689827742,0.0
1680266844704675244,0.0
1680266844720324972,0.0
1680266844736227247,0.0
1680266844753891438,0.0
1680266844767061732,0.0
1680266844787719188,0.001020089644208265
1680266844803454895,0.001020089644208265
1680266844819376908,0.001020089644208265
1680266844837372883,0.001020089644208265
1680266844853015067,0.001020089644208265
1680266844869756347,0.001020089644208265
1680266844888088386,-0.0010194672588243678
1680266844904576066,-0.0010194672588243678
1680266844918778321,-0.0010194672588243678
1680266844935337074,-0.0010194672588243678
1680266844948021427,-0.0010194672588243678
1680266844964414502,-0.0010194672588243678
1680266844980342085,0.0
1680266844995410355,0.0
1680266845012764472,0.0
1680266845028184154,0.0
1680266845045270145,0.0
1680266845058784447,0.0
1680266845078998864,0.001020089644208265
1680266845096151648,0.001020089644208265
1680266845113960829,0.001020089644208265
1680266845128050166,0.001020089644208265
1680266845143599299,0.001020089644208265
1680266845160068136,0.001020089644208265
1680266845177333769,-0.0010194672588243678
1680266845195063071,-0.0010194672588243678
1680266845213347843,-0.0010194672588243678
1680266845228515428,-0.0010194672588243678
1680266845243807124,-0.0010194672588243678
1680266845261160530,-0.0010194672588243678
1680266845277811955,0.001020089644208265
1680266845294735855,0.001020089644208265
1680266845309098609,0.001020089644208265
1680266845327253190,0.001020089644208265
1680266845345114707,0.001020089644208265
1680266845357740172,0.001020089644208265
1680266845378948781,0.001020089644208265
1680266845394436360,0.001020089644208265
1680266845412753672,0.001020089644208265
1680266845428483560,0.001020089644208265
1680266845440799100,0.001020089644208265
1680266845456492791,0.001020089644208265
1680266845474538429,0.001020089644208265
1680266845492608443,0.001020089644208265
1680266845505759672,0.001020089644208265
1680266845521766002,0.001020089644208265
1680266845536094022,0.001020089644208265
1680266845552426055,0.001020089644208265
1680266845567235687,0.001020089644208265
1680266845586152149,-0.0010194672588243678
1680266845601552016,-0.0010194672588243678
1680266845619595620,-0.0010194672588243678
1680266845634592089,-0.0010194672588243678
1680266845647883077,-0.0010194672588243678
1680266845667162723,-0.0010194672588243678
1680266845688491084,0.004079113806065272
1680266845704578574,0.004079113806065272
1680266845719405509,0.004079113806065272
1680266845733355798,0.004079113806065272
1680266845752034671,0.004079113806065272
1680266845766996044,0.004079113806065272
1680266845784471657,0.0020395569030326327
1680266845797977052,0.0020395569030326327
1680266845813791256,0.0020395569030326327
1680266845833045804,0.0020395569030326327
1680266845851609954,0.0020395569030326327
1680266845867061906,0.0020395569030326327
1680266845885020834,0.0020395569030326327
1680266845898625454,0.0020395569030326327
1680266845914009310,0.0020395569030326327
1680266845932099802,0.0020395569030326327
1680266845945868505,0.0020395569030326327
1680266845959198095,0.0020395569030326327
1680266845974868803,-0.0030590241618570074
1680266845992893152,-0.0030590241618570074
1680266846006145369,-0.0030590241618570074
1680266846026006854,-0.0030590241618570074
1680266846043296001,-0.0030590241618570074
1680266846055555349,-0.0030590241618570074
1680266846072427374,-0.0030590241618570074
1680266846091917009,0.0
1680266846106185340,0.0
1680266846121557606,0.0
1680266846138770272,0.0
1680266846156491691,0.0
1680266846176183061,0.0
1680266846193901053,0.0
1680266846208577259,0.0
1680266846224448510,0.0
1680266846240931404,0.0
1680266846254882887,0.0
1680266846272786934,0.0
1680266846291372214,0.001020089644208265
1680266846305834684,0.001020089644208265
1680266846319246497,0.001020089644208265
1680266846333840781,0.001020089644208265
1680266846352991279,0.001020089644208265
1680266846365530234,0.001020089644208265
1680266846384954218,-0.0010194672588243678
1680266846401934514,-0.0010194672588243678
1680266846418959142,-0.0010194672588243678
1680266846436754608,-0.0010194672588243678
1680266846453471636,-0.0010194672588243678
1680266846472649975,-0.0010194672588243678
1680266846488533658,-0.0010194672588243678
1680266846504528919,-0.0010194672588243678
1680266846519333012,-0.0010194672588243678
1680266846535242162,-0.0010194672588243678
1680266846552717035,-0.0010194672588243678
1680266846568918267,-0.0010194672588243678
1680266846587912214,-0.0010194672588243678
1680266846604008361,-0.0010194672588243678
1680266846619895200,-0.0010194672588243678
1680266846635402247,-0.0010194672588243678
1680266846652971163,-0.0010194672588243678
1680266846671530093,-0.0010194672588243678
1680266846688372163,0.0020395569030326327
1680266846704154218,0.0020395569030326327
1680266846719129428,0.0020395569030326327
1680266846735554134,0.0020395569030326327
1680266846751679456,0.0020395569030326327
1680266846765267435,0.0020395569030326327
1680266846784235134,-0.0010194672588243678
1680266846800205869,-0.0010194672588243678
